child_name,child_domain,parent_name,parent_domain,verified,evidence,verification_method,date_added
Altice Group,altice.net,"Altice Group Lux Sàrl, controlled by Patrick Drahi.",altice.net,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Alvarez & Marsal,alvarezandmarsal.com,"Alvarez & Marsal Holdings, LLC",alvarezandmarsal.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-20 13:13
Amadeus,amadeus.com,"Amadeus IT Group, S.A.",amadeus.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-09 20:39
AMARA,amara.com,Frasers Group plc,frasers.group,Yes,"Frasers Group publicly acquired Amara (Amara Living) in December 2022, per multiple retail trade press reports.",LLM+web search,2026-05-15 16:06
A.M.A Selections,amaselections.com,"A.M.A Selections, Inc.",amaselections.com,Yes,"Child and parent are the identical legal entity, A.M.A Selections, Inc., sharing the same domain.",LLM+web search,2026-06-12 09:06
Amberdata,amberdata.io,"Kaiko, Inc.",kaiko.com,Yes,"Kaiko, Inc. acquired Amberdata on June 2, 2026, forming consolidated institutional digital asset data provider with Amberdata as subsidiary.",LLM+web search,2026-05-15 15:55
AMC Theatres,amctheatres.com,"AMC Entertainment Holdings, Inc.",amctheatres.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-13 11:59
AM,amdigital.co.uk,SAGE Publications Ltd.,sagepub.com,Yes,SAGE Publications acquired Adam Matthew Digital in October 2012; domain matches (amdigital.co.uk).,LLM+web search (optimized),2025-04-29 03:51
amentum,amentum.com,"Amentum Holdings, Inc.",amentum.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-13 21:03
American Express,americanexpress.com,American Express Company,americanexpress.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-10 15:36
American Service Company,americanservicecompany.com,Riverside Company,riversidecompany.com,Yes,American Service Company is documented as part of The Riverside Company's 120+ company investment portfolio.,LLM+web search (optimized),2025-09-18 12:12
Ymca,ameritas.com,Ameritas Mutual Holding Company,ameritas.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-17 17:12
American Family Insurance,amfam.com,"American Family Mutual Insurance Company, S.I.",amfam.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-13 12:01
Amherst,amherst.com,"Amherst Holdings, LLC.",amherst.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-24 20:00
American Modern Insurance Group,amig.com,Munich Re,munichre.com,Yes,Munich Re acquired American Modern Insurance Group (formerly Midland) in 2008.,LLM+web search (optimized),2026-02-15 09:17
AMN Healthcare,amnhealthcare.com,"AMN Healthcare Services, Inc.",amnhealthcare.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-29 14:08
Amplimed,amplimed.com.br,Raia Drogasil S.A.,rdsaude.com.br,Yes,"Raia Drogasil acquired 100% of Amplisoftware Tecnologia (Amplimed) on December 22, 2021.",LLM+web search (optimized),2026-05-15 15:43
Ampsight,ampsight.com,"Vibrint Technologies, Inc.",vibrint.com,Yes,"Vibrint Technologies acquired Ampsight in May 2025 per multiple press releases (BusinessWire, GovConWire, Vibrint's own site).",LLM+web search,2026-05-15 16:00
Amwins,amwins.com,"American Wholesale Insurance Holding Company, LLC",amwins.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-21 16:59
Anchor Loans,anchorloans.com,"Pretium Partners, LLC.",pretium.com,Yes,"Pretium Partners acquired Anchor Loans on November 2, 2021, retaining it as subsidiary.",LLM+web search (optimized),2026-04-04 10:28
Andiamo,andiamogo.com,"Cisco Systems, Inc.",cisco.com,Yes,"Cisco Systems completed acquisition of Andiamo Systems on February 20, 2004, making it a subsidiary.",LLM+web search,2026-05-15 15:52
Andrade Gutierrez S.A.,andradegutierrez.com.br,Grupo Andrade Gutierrez S.A.,andradegutierrez.com.br,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:24
Angel Playing Cards Co. Ltd.,angelplayingcards.com,"Angel Group Co., Ltd.",angelplayingcards.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-17 21:23
Anglerfox ( Transverser Labs Private Limited ),anglerfox.com,Transverser Labs Pvt Ltd.,anglerfox.com,Yes,"Anglerfox and Transverser Labs Private Limited share the same domain (anglerfox.com); Transverser Labs is simply the registered legal entity name behind the Anglerfox brand, i.e. the same company.",LLM+web search,2026-05-15 16:12
Anheuser-Busch,anheuser-busch.com,Anheuser-Busch InBev (ABI),ab-inbev.com,Yes,"Anheuser-Busch was acquired by InBev in 2008, creating AB InBev.",LLM+web search (optimized),2025-07-23 12:50
Ânima Educação,animaeducacao.com.br,Ânima Holding S.A.,animaeducacao.com.br,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:24
Anima,animahealth.com,Anima Group Inc.,animahealth.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-02 00:56
Annalise AI,annalise.ai,Harrison.ai,harrison.ai,Yes,"Harrison.ai fully acquired Annalise AI in March 2024, achieving 100% ownership.",LLM+web search (optimized),2025-12-31 10:33
アノテーション株式会社,annotation.co.jp,クラスメソッド株式会社,classmethod.jp,Yes,"アノテーション株式会社 was founded in 2011 as a 100%-owned subsidiary of クラスメソッド株式会社 (Classmethod), confirmed by Classmethod's own site (later renamed Classmethod Operations in 2026).",LLM+web search,2026-05-15 16:11
Anomaly Innovations,anoma.ly,"Stagwell Group, Inc.",stagwellglobal.com,Yes,Anomaly is listed as part of Stagwell's major portfolio companies; confirmed as Stagwell agency acquisition.,LLM+web search (optimized),2026-02-01 21:33
Antech,antechdiagnostics.com,"Mars, Incorporated",mars.com,Yes,"Antech Diagnostics website footer states it is an affiliate of Mars, Incorporated.",LLM+web search (optimized),2025-10-08 23:35
Anthos Capital,anthoscapital.com,"COFRA Holding, Inc.",cofraholding.com,Yes,Anthos Fund & Asset Management is part of COFRA Holding's portfolio as a controlled subsidiary since 1929.,LLM+web search (optimized),2025-12-10 15:29
Antolin,antolin.com,Antolin family interests and holdings in Grupo Antolin.,antolin.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:25
AnyTeam,anyteam.com,"Any Enterprises, Inc.",anyteam.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-07 08:11
Anytime Mailbox,anytimemailbox.com,Bugo LLC,anytimemailbox.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:46
Academy of Advanced Learning,aoal.com.au,Bending Spoons Inc.,bendingspoons.com,Yes,"Bending Spoons acquired Vimeo for $1.38 billion in September 2025, completed November 2025.",LLM+web search (optimized),2025-10-10 17:41
A&O IT Group,aoitgroup.com,A&O It Group Plc,aoitgroup.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:40
AOL,aol.de,Bending Spoons.,bendingspoons.com,Yes,"Bending Spoons acquired AOL in 2023, making AOL a wholly-owned subsidiary.",LLM+web search,2026-06-13 09:05
Apartments.com,apartments.com,"CoStar Group, Inc.",costargroup.com,Yes,"Apartments.com is confirmed as a flagship subsidiary of CoStar Group, Inc.",LLM+web search (optimized),2026-05-12 14:11
Aperio,aperiogroup.com,"BlackRock, Inc.",blackrock.com,Yes,Wikipedia confirms BlackRock acquired Aperio Group in 2021 for $1.05 billion.,LLM+web search (optimized),2025-09-21 13:31
Aperture Partners,aperturepartners.co,Genstar Capital LLC.,gencap.com,Yes,Aperture Partners is a Genstar Capital portfolio company.,LLM+web search (optimized),2026-02-22 20:18
Amorepacific,apgroup.com,Amorepacific Holdings,apgroup.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-25 18:53
A.P. Moller Holding,apmoller.com,A.P. Moller Holding Ltd.,apmoller.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
"Apollo Global Management, Inc.",apollo.com,"Apollo Global Management, Inc.",apollo.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-23 09:40
Apono,apono.io,1Password Inc.,1password.com,Yes,1Password acquired Apono for approximately $250M-$300M in June 2026.,LLM+web search,2026-05-15 15:50
Appical,appical.com,Visma Software International.,visma.com,Yes,Visma acquired Appical in February 2022; Appical became a wholly-owned subsidiary of the Visma Group.,LLM+web search,2026-05-15 15:54
Applied Blockchain,appliedblockchain.com,Applied Digital Corporation,applieddigital.com,Yes,Applied Blockchain changed its name to Applied Digital Corporation in November 2022; same company rebranded.,LLM+web search,2026-05-15 15:51
"Apptio, an IBM Company",apptio.com,IBM Corporation,ibm.com,Yes,"Company name explicitly states 'Apptio, an IBM Company'; IBM acquired Apptio August 10, 2023.",LLM+web search (optimized),2025-06-12 20:31
Appy Pie,appypie.com,Appy Pie LLP.,appypie.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:40
Apria,apria.com,Apria Healthcare Group LLC,apria.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-23 12:38
Aquent,aquent.com,Aquent LLC.,aquent.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-18 16:56
Arabesque,arabesque.com,Arabesque Holding Ltd.,arabesque.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-08 03:55
arcavindi,arcavindi.com,VCC Trading Group Netherlands BV.,arcavindi.com,Yes,"Arcavindi's own imprint states it is operated by VCC Trading Group Netherlands B.V. (same domain arcavindi.com), i.e. its full legal owner.",LLM+web search,2026-05-15 15:58
"Archer & Greiner, P.C.",archerlaw.com,"Archer & Greiner, P.C.",archerlaw.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-19 10:54
Arch Global Services (Philippines) Inc.,archgroup.com,Arch Capital Group Ltd.,archgroup.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-13 11:59
Arco Gas,arco.com,Marathon Petroleum Corporation,marathonpetroleum.com,Yes,Marathon Petroleum owns ARCO gas stations following 2018 Andeavor acquisition.,LLM+web search (optimized),2026-02-25 10:18
Ardanis,ardanis.com,Plain Concepts S.L.,plainconcepts.com,Yes,"Plain Concepts publicly announced it acquired Ardanis (Sept 2025), integrating it and adding its 50+ staff to the Plain Concepts group.",LLM+web search,2026-05-15 15:57
ARD Grup Bilişim Teknolojileri,ardgrup.com.tr,ARD GROUP Holdings Inc.,ardgrup.com.tr,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:40
Ardonagh Specialty,ardonagh.com,Tara Topco Limited,ardonagh.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-06 18:04
Arduino,arduino.cc,Qualcomm Inc.,qualcomm.com,Yes,Qualcomm acquired Arduino in October 2025 for undisclosed amount.,LLM+web search (optimized),2026-03-23 09:29
"Arena Investors, LP",arenaco.com,"Westaim Corporation (TSXV:WED) and Arena Investors Group Holdings, LLC (AIGH) as parent entities.",arenaco.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:38
Argeniss Software,argeniss.com,Ioactive Inc.,ioactive.com,Yes,"IOActive acquired Argeniss (Cesar Cerrudo's company) in 2011, after which Cerrudo became CTO of IOActive Labs.",LLM+web search,2026-05-15 15:56
,argentos.ai,Slick Funnelz LLC,argentos.ai,Yes,"Child domain argentos.ai and parent domain argentos.ai are identical, indicating Slick Funnelz LLC is the legal entity behind the same argentos.ai company.",LLM+web search,2026-06-26 08:06
Argus Control Systems,arguscontrols.com,CEL Group Inc.,conviron.com,Yes,"Argus Controls is confirmed on both arguscontrols.com and conviron.com as part of the CEL Group of Companies, its parent organization.",LLM+web search,2026-05-15 16:17
Ariel Partners,arielpartners.com,"Savant Financial Technologies, Inc.",arielpartners.com,Yes,"Official filings show ""Savant Financial Technologies, Inc. d/b/a Ariel Partners"" — they are the same legal entity, sharing the same domain.",LLM+web search,2026-05-15 16:08
ARI,arifleet.com,"Holman Enterprises, Inc.",holman.com,Yes,arifleet.com redirects to holman.com with rebranding confirmation that ARI was integrated into Holman.,LLM+web search (optimized),2025-07-23 20:22
(株)ARISE analytics(アライズ アナリティクス),ariseanalytics.com,KDDI and Accenture,accenture.com,Yes,"ARISE Analytics is a joint venture with KDDI holding 85% and Accenture 15%, so the named parent group (KDDI and Accenture combined) owns 100% and KDDI alone holds a clear majority.",LLM+web search,2026-05-15 16:18
Giorgio Armani,armani.com,Giorgio Armani Foundation (85% controlling stake) | LVMH (15%) stake.,armani.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-28 18:14
Armis,armis.com,ServiceNow Inc.,servicenow.com,Yes,Armis was acquired by ServiceNow; found in ServiceNow's acquisition list and LinkedIn shows ServiceNow affiliation.,LLM+web search (optimized),2025-09-20 18:14
ARMS,arms.com,"End2End Public Safety, Inc.",arms.com,Yes,"Company imprint on arms.com shows End2End Public Safety LLC operates the site and does business as ARMS, confirming ARMS is the same entity/brand fully owned by End2End Public Safety.",LLM+web search,2026-05-15 16:00
Armstrong World Industries,armstrong.com,"Armstrong Holdings, Inc.",armstrong.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-26 01:02
Arnold Worldwide,arn.com,"Havas Group, Inc.",havas.com,Yes,Arnold Worldwide is part of Havas Creative Group; Havas acquired it in 2000 and holds 100% ownership.,LLM+web search (optimized),2025-09-18 11:07
Flatfox AG,aroov.ch,SMG Swiss Marketplace Group AG,swissmarketplace.group,Yes,Flatfox AG acquired by SMG Swiss Marketplace Group (majority interest acquired from la Mobilière).,LLM+web search (optimized),2025-07-11 08:53
ARTE,arte.tv,France Télévisions / ARD / ZDF as co-owners of ARTE,arte.tv,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:27
Artera,artera.io,"Clayton, Dubilier & Rice (CD&R)",cdr-inc.com,Yes,"Clayton, Dubilier & Rice acquired PowerTeam Services in August 2018, which was renamed Artera Services and is now a wholly-owned CD&R subsidiary.",LLM+web search (optimized),2026-05-15 15:32
Articore Group,articore.com,"Articore Group Limited (ASX:ATG) - parent of Redbubble, TeePublic and Frankly Wearing.",articore.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:30
Artnet,artnet.com,artnet AG,artnet.com,Yes,artnet AG is the German publicly-listed parent holding company of the Artnet group of companies; same artnet.com domain confirms it is the corporate parent.,LLM+web search,2026-05-28 19:23
Handy,arturoojeda.com,ANGI Homeservices Inc.,angi.com,Yes,ANGI Homeservices acquired Handy for $165.5 million in October 2018.,LLM+web search (optimized),2026-03-23 09:28
Aryn,aryn.ai,Glean!,glean.com,Yes,Glean acquired Aryn in March 2026; Aryn is now a wholly-owned subsidiary.,LLM+web search (optimized),2025-02-24 15:20
Asante,asante.org,Asante Health System,asante.org,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-08-04 12:26
ascension,ascension.org,Ascension Health Alliance,ascension.org,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-23 12:16
Ashok Leyland,ashokleyland.com,Hinduja Group,hindujagroup.com,Yes,"Hinduja Group owns 51.54% of Ashok Leyland, making it a majority-owned subsidiary.",LLM+web search (optimized),2026-04-09 20:37
AskBio Inc.,askbio.com,Bayer AG,bayer.com,Yes,"Bayer AG acquired AskBio (Asklepios BioPharmaceutical) in a deal announced 2020/closed 2021 for up to $4B, making AskBio a Bayer-owned company.",LLM+web search,2026-06-22 11:46
askporter,askporter.com,ask innovations GmbH & Co. KG,askporter.com,Yes,ask innovations GmbH & Co. KG (Frankfurt) is confirmed via the company's own legal imprint as the operating legal entity behind the askporter platform (same domain).,LLM+web search,2026-05-15 16:01
